course_id,module_id,module_title,primary_track,tool_id,tool_title,tool_route,tool_type,relationship_type,use_context,practical_exercise_instruction,example_instruction,rationale,related_play_ids,related_play_titles
GOV 300,gov-300-ai-security-prompt-injection-and-data-leakage,"AI Security, Prompt Injection, and Data Leakage",Governance and Security Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
GOV 300,gov-300-ai-security-prompt-injection-and-data-leakage,"AI Security, Prompt Injection, and Data Leakage",Governance and Security Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
GOV 310,gov-310-privacy-preserving-ai-and-de-identification,Privacy-Preserving AI and De-identification,Governance and Security Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
GOV 310,gov-310-privacy-preserving-ai-and-de-identification,Privacy-Preserving AI and De-identification,Governance and Security Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
GOV 310,gov-310-privacy-preserving-ai-and-de-identification,Privacy-Preserving AI and De-identification,Governance and Security Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
GOV 310,gov-310-privacy-preserving-ai-and-de-identification,Privacy-Preserving AI and De-identification,Governance and Security Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
GOV 310,gov-310-privacy-preserving-ai-and-de-identification,Privacy-Preserving AI and De-identification,Governance and Security Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
GOV 310,gov-310-privacy-preserving-ai-and-de-identification,Privacy-Preserving AI and De-identification,Governance and Security Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
GOV 320,gov-320-ai-documentation-model-cards-and-system-cards,"AI Documentation, Model Cards, and System Cards",Governance and Security Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
GOV 320,gov-320-ai-documentation-model-cards-and-system-cards,"AI Documentation, Model Cards, and System Cards",Governance and Security Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
GOV 320,gov-320-ai-documentation-model-cards-and-system-cards,"AI Documentation, Model Cards, and System Cards",Governance and Security Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,practical_exercise,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
GOV 320,gov-320-ai-documentation-model-cards-and-system-cards,"AI Documentation, Model Cards, and System Cards",Governance and Security Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
