course_id,module_id,module_title,primary_track,primary_play_id,primary_play_title,secondary_play_ids,tool_id,tool_title,tool_route,relationship_type,use_context,rationale
INT 100,understanding-ai,Introduction to AI for Public Health,shared-foundational,1,Vision & Guardrails,3; 11,1,AI Vision & Principles Workshop,#/toolkit/1,supporting_reference,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
INT 100,understanding-ai,Introduction to AI for Public Health,shared-foundational,1,Vision & Guardrails,3; 11,2,Responsible AI Policy Template,#/toolkit/2,supporting_reference,"Use Responsible AI Policy Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Responsible AI Policy Template is relevant because the module addresses governance concepts or artifacts connected to Play 1, Play 3."
GOV 400,gov-400-ai-governance-charter-and-operating-model,AI Governance Charter and Operating Model,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 7,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
GOV 400,gov-400-ai-governance-charter-and-operating-model,AI Governance Charter and Operating Model,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 7,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
GOV 400,gov-400-ai-governance-charter-and-operating-model,AI Governance Charter and Operating Model,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 7,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
GOV 400,gov-400-ai-governance-charter-and-operating-model,AI Governance Charter and Operating Model,Governance and Security Track,11,Build and Deploy AI Solutions,2; 3; 7,10,Tiered Data Classification for AI Use,#/toolkit/10,illustrative_example,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
GOV 410,gov-410-ai-risk-appetite-and-risk-tolerance-for-public-health,AI Risk Appetite and Risk Tolerance for Public Health,Governance and Security Track,11,Build and Deploy AI Solutions,7; 1; 3,1,AI Vision & Principles Workshop,#/toolkit/1,illustrative_example,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
GOV 410,gov-410-ai-risk-appetite-and-risk-tolerance-for-public-health,AI Risk Appetite and Risk Tolerance for Public Health,Governance and Security Track,11,Build and Deploy AI Solutions,7; 1; 3,3,Equity Impact Assessment Checklist,#/toolkit/3,practical_exercise,"Use Equity Impact Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Equity Impact Assessment Checklist is relevant because the module addresses equity concepts or artifacts connected to Play 1, Play 2, Play 3, Play 7, Play 11."
GOV 410,gov-410-ai-risk-appetite-and-risk-tolerance-for-public-health,AI Risk Appetite and Risk Tolerance for Public Health,Governance and Security Track,11,Build and Deploy AI Solutions,7; 1; 3,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
GOV 410,gov-410-ai-risk-appetite-and-risk-tolerance-for-public-health,AI Risk Appetite and Risk Tolerance for Public Health,Governance and Security Track,11,Build and Deploy AI Solutions,7; 1; 3,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
GOV 410,gov-410-ai-risk-appetite-and-risk-tolerance-for-public-health,AI Risk Appetite and Risk Tolerance for Public Health,Governance and Security Track,11,Build and Deploy AI Solutions,7; 1; 3,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
GOV 410,gov-410-ai-risk-appetite-and-risk-tolerance-for-public-health,AI Risk Appetite and Risk Tolerance for Public Health,Governance and Security Track,11,Build and Deploy AI Solutions,7; 1; 3,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
GOV 420,gov-420-public-accountability-and-ai-transparency-reporting,Public Accountability and AI Transparency Reporting,Governance and Security Track,11,Build and Deploy AI Solutions,7; 1; 2,3,Equity Impact Assessment Checklist,#/toolkit/3,practical_exercise,"Use Equity Impact Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Equity Impact Assessment Checklist is relevant because the module addresses equity concepts or artifacts connected to Play 1, Play 2, Play 3, Play 7, Play 11."
GOV 420,gov-420-public-accountability-and-ai-transparency-reporting,Public Accountability and AI Transparency Reporting,Governance and Security Track,11,Build and Deploy AI Solutions,7; 1; 2,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
GOV 420,gov-420-public-accountability-and-ai-transparency-reporting,Public Accountability and AI Transparency Reporting,Governance and Security Track,11,Build and Deploy AI Solutions,7; 1; 2,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
GOV 420,gov-420-public-accountability-and-ai-transparency-reporting,Public Accountability and AI Transparency Reporting,Governance and Security Track,11,Build and Deploy AI Solutions,7; 1; 2,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,practical_exercise,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
GOV 420,gov-420-public-accountability-and-ai-transparency-reporting,Public Accountability and AI Transparency Reporting,Governance and Security Track,11,Build and Deploy AI Solutions,7; 1; 2,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
GOV 420,gov-420-public-accountability-and-ai-transparency-reporting,Public Accountability and AI Transparency Reporting,Governance and Security Track,11,Build and Deploy AI Solutions,7; 1; 2,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
GOV 430,gov-430-community-oversight-and-participatory-governance,Community Oversight and Participatory Governance,Governance and Security Track,7,Prioritize Use Cases,11; 1; 3,3,Equity Impact Assessment Checklist,#/toolkit/3,practical_exercise,"Use Equity Impact Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Equity Impact Assessment Checklist is relevant because the module addresses equity concepts or artifacts connected to Play 1, Play 2, Play 3, Play 7, Play 11."
GOV 430,gov-430-community-oversight-and-participatory-governance,Community Oversight and Participatory Governance,Governance and Security Track,7,Prioritize Use Cases,11; 1; 3,47,Equity & Disparity Impact Monitoring,#/toolkit/47,practical_exercise,"Use Equity & Disparity Impact Monitoring to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",Equity & Disparity Impact Monitoring is relevant because the module addresses equity concepts or artifacts connected to Play 13.
GOV 430,gov-430-community-oversight-and-participatory-governance,Community Oversight and Participatory Governance,Governance and Security Track,7,Prioritize Use Cases,11; 1; 3,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
